id_chamado,data_abertura,bairro,tipo,status,tempo_horas,nota_avaliacao
261152,2026-04-14,Méier,Fiscalização de barulho,Fechado,10.1,2.0
261153,2026-04-14,Madureira,Iluminação Pública,Fechado,54.4,4.0
261154,2026-04-14,Tijuca,Estacionamento irregular,Fechado,7.0,
261155,2026-04-14,Tijuca,Remoção de entulho,Fechado,47.3,
261156,2026-04-14,Botafogo,Iluminação Pública,Fechado,51.3,3.0
261157,2026-04-15,Santa Cruz,Remoção de entulho,Aberto,,
261158,2026-04-15,Santa Cruz,Iluminação Pública,Fechado,40.3,5.0
261159,2026-04-15,Realengo,Estacionamento irregular,Fechado,2.5,
261160,2026-04-15,Copacabana,Iluminação Pública,Fechado,35.4,4.0
261161,2026-04-15,Campo Grande,Buraco na via,Fechado,107.6,
261162,2026-04-15,Copacabana,Buraco na via,Fechado,106.8,5.0
261163,2026-04-15,Centro,Poda de árvore,Fechado,482.3,3.0
261164,2026-04-15,Tijuca,Remoção de entulho,Fechado,86.1,4.0
261165,2026-04-16,Copacabana,Poda de árvore,Fechado,163.2,
261166,2026-04-16,Copacabana,Fiscalização de barulho,Fechado,3.9,
261167,2026-04-16,Santa Cruz,Iluminação Pública,Aberto,,
261168,2026-04-16,Realengo,Iluminação Pública,Fechado,17.3,
261169,2026-04-16,Copacabana,Remoção de entulho,Fechado,164.8,3.0
261170,2026-04-16,Madureira,Iluminação Pública,Fechado,44.7,
261171,2026-04-16,Centro,Remoção de entulho,Fechado,96.2,4.0
261172,2026-04-16,Campo Grande,Fiscalização de barulho,Fechado,2.0,3.0
261173,2026-04-16,Campo Grande,Iluminação Pública,Fechado,34.5,
261174,2026-04-16,Méier,Buraco na via,Fechado,79.5,
261175,2026-04-16,Realengo,Buraco na via,Fechado,173.9,3.0
261176,2026-04-17,Copacabana,Buraco na via,Fechado,106.1,3.0
261177,2026-04-17,Santa Cruz,Iluminação Pública,Fechado,51.1,5.0
261178,2026-04-17,Campo Grande,Poda de árvore,Fechado,309.2,3.0
261179,2026-04-17,Copacabana,Iluminação Pública,Fechado,131.7,
261180,2026-04-17,Campo Grande,Poda de árvore,Fechado,408.0,2.0
261181,2026-04-17,Campo Grande,Remoção de entulho,Fechado,65.3,4.0
261182,2026-04-17,Tijuca,Iluminação Pública,Fechado,20.0,5.0
261183,2026-04-17,Ipanema,Poda de árvore,Fechado,315.8,2.0
261184,2026-04-17,Barra da Tijuca,Estacionamento irregular,Fechado,6.1,4.0
261185,2026-04-17,Santa Cruz,Poda de árvore,Fechado,521.6,2.0
261186,2026-04-17,Barra da Tijuca,Remoção de entulho,Fechado,44.3,
261187,2026-04-17,Santa Cruz,Iluminação Pública,Fechado,45.6,
261188,2026-04-17,Santa Cruz,Fiscalização de barulho,Fechado,2.4,2.0
261189,2026-04-17,Madureira,Poda de árvore,Aberto,,
261190,2026-04-17,Realengo,Remoção de entulho,Fechado,70.0,4.0
261191,2026-04-17,Madureira,Remoção de entulho,Fechado,105.0,
261192,2026-04-17,Centro,Estacionamento irregular,Aberto,,
261193,2026-04-18,Campo Grande,Buraco na via,Fechado,213.6,3.0
261194,2026-04-18,Centro,Fiscalização de barulho,Aberto,,
261195,2026-04-18,Realengo,Buraco na via,Fechado,106.1,2.0
261196,2026-04-18,Tijuca,Remoção de entulho,Fechado,22.5,5.0
261197,2026-04-18,Barra da Tijuca,Estacionamento irregular,Fechado,2.8,5.0
261198,2026-04-18,Botafogo,Estacionamento irregular,Aberto,,
261199,2026-04-18,Campo Grande,Poda de árvore,Fechado,171.8,4.0
261200,2026-04-18,Botafogo,Iluminação Pública,Fechado,58.8,
261201,2026-04-18,Tijuca,Iluminação Pública,Fechado,86.5,
261202,2026-04-18,Centro,Remoção de entulho,Fechado,29.3,5.0
261203,2026-04-18,Copacabana,Poda de árvore,Aberto,,
261204,2026-04-19,Méier,Poda de árvore,Fechado,198.6,3.0
261205,2026-04-19,Méier,Buraco na via,Fechado,282.2,4.0
261206,2026-04-19,Tijuca,Iluminação Pública,Fechado,103.2,3.0
261207,2026-04-19,Barra da Tijuca,Buraco na via,Fechado,89.9,
261208,2026-04-19,Santa Cruz,Remoção de entulho,Fechado,53.6,4.0
261209,2026-04-19,Tijuca,Poda de árvore,Aberto,,
261210,2026-04-19,Centro,Buraco na via,Fechado,76.4,2.0
261211,2026-04-20,Barra da Tijuca,Poda de árvore,Aberto,,
261212,2026-04-20,Copacabana,Fiscalização de barulho,Fechado,3.4,
261213,2026-04-20,Tijuca,Fiscalização de barulho,Aberto,,
261214,2026-04-20,Tijuca,Poda de árvore,Fechado,,3.0
261215,2026-04-20,Realengo,Buraco na via,Fechado,111.1,
261216,2026-04-20,Madureira,Poda de árvore,Fechado,344.8,
261217,2026-04-20,Santa Cruz,Iluminação Pública,Fechado,67.7,3.0
261218,2026-04-20,Centro,Fiscalização de barulho,Fechado,6.3,
261219,2026-04-20,Barra da Tijuca,Remoção de entulho,Fechado,58.4,
261220,2026-04-21,Campo Grande,Buraco na via,Fechado,100.3,
261221,2026-04-21,Centro,Estacionamento irregular,Aberto,,
261222,2026-04-21,Campo Grande,Remoção de entulho,Fechado,58.9,3.0
261223,2026-04-21,Campo Grande,Remoção de entulho,Fechado,64.2,3.0
261224,2026-04-21,Tijuca,Estacionamento irregular,Aberto,,
261225,2026-04-21,Tijuca,Buraco na via,Fechado,90.0,4.0
261226,2026-04-21,Tijuca,Remoção de entulho,Aberto,,
261227,2026-04-21,Campo Grande,Fiscalização de barulho,Fechado,11.8,1.0
261228,2026-04-22,Centro,Remoção de entulho,Aberto,,
261229,2026-04-22,Campo Grande,Buraco na via,Aberto,,
261230,2026-04-22,Santa Cruz,Buraco na via,Fechado,150.8,3.0
261231,2026-04-22,Campo Grande,Buraco na via,Fechado,76.7,4.0
261232,2026-04-22,Santa Cruz,Poda de árvore,Fechado,174.9,4.0
261233,2026-04-22,Realengo,Remoção de entulho,Fechado,134.1,3.0
261234,2026-04-22,Botafogo,Remoção de entulho,Fechado,42.0,4.0
261235,2026-04-22,Tijuca,Fiscalização de barulho,Fechado,7.1,2.0
261236,2026-04-22,Tijuca,Estacionamento irregular,Fechado,3.3,4.0
261237,2026-04-22,Campo Grande,Fiscalização de barulho,Aberto,,
261238,2026-04-22,Tijuca,Estacionamento irregular,Fechado,6.4,3.0
261239,2026-04-22,Campo Grande,Buraco na via,Fechado,118.4,
261240,2026-04-22,Botafogo,Remoção de entulho,Aberto,,
261241,2026-04-22,Campo Grande,Iluminação Pública,Fechado,53.2,
261242,2026-04-23,Copacabana,Fiscalização de barulho,Fechado,4.2,3.0
261243,2026-04-23,Santa Cruz,Remoção de entulho,Fechado,48.9,4.0
261244,2026-04-23,Campo Grande,Poda de árvore,Fechado,267.2,4.0
261245,2026-04-23,Copacabana,Remoção de entulho,Fechado,104.3,
261246,2026-04-23,Campo Grande,Buraco na via,Fechado,1343.4,1.0
261247,2026-04-23,Campo Grande,Estacionamento irregular,Fechado,6.0,5.0
261248,2026-04-23,Centro,Iluminação Pública,Fechado,59.7,
261249,2026-04-24,Copacabana,Iluminação Pública,Fechado,28.4,
261250,2026-04-24,Campo Grande,Buraco na via,Fechado,92.2,
261251,2026-04-24,Centro,Poda de árvore,Aberto,,
261252,2026-04-24,Campo Grande,Iluminação Pública,Aberto,,
261253,2026-04-24,Santa Cruz,Fiscalização de barulho,Fechado,4.3,
261254,2026-04-24,Campo Grande,Buraco na via,Fechado,68.0,4.0
261255,2026-04-24,Copacabana,Poda de árvore,Fechado,251.2,3.0
261256,2026-04-24,Santa Cruz,Remoção de entulho,Fechado,42.8,
261257,2026-04-24,Méier,Iluminação Pública,Fechado,37.3,4.0
261258,2026-04-25,Centro,Remoção de entulho,Fechado,88.5,3.0
261259,2026-04-25,Méier,Fiscalização de barulho,Fechado,3.1,
261260,2026-04-25,Copacabana,Poda de árvore,Fechado,486.6,3.0
261261,2026-04-25,Realengo,Poda de árvore,Aberto,,
261262,2026-04-25,Santa Cruz,Fiscalização de barulho,Fechado,5.1,
261263,2026-04-25,Santa Cruz,Remoção de entulho,Fechado,77.6,
261264,2026-04-25,Copacabana,Buraco na via,Fechado,278.0,
261265,2026-04-25,Santa Cruz,Remoção de entulho,Fechado,145.0,3.0
261266,2026-04-25,Tijuca,Poda de árvore,Fechado,177.6,
261267,2026-04-25,Tijuca,Iluminação Pública,Fechado,70.4,3.0
261268,2026-04-26,Campo Grande,Poda de árvore,Fechado,120.3,
261269,2026-04-26,Copacabana,Estacionamento irregular,Fechado,2.9,
261270,2026-04-26,Tijuca,Buraco na via,Fechado,155.8,3.0
261271,2026-04-26,Ipanema,Remoção de entulho,Fechado,81.8,4.0
261272,2026-04-26,Centro,Remoção de entulho,Fechado,114.5,3.0
261273,2026-04-26,Tijuca,Remoção de entulho,Aberto,,
261274,2026-04-26,Copacabana,Remoção de entulho,Fechado,54.8,4.0
261275,2026-04-26,Botafogo,Buraco na via,Fechado,174.2,2.0
261276,2026-04-26,Botafogo,Remoção de entulho,Aberto,,
261277,2026-04-26,Madureira,Estacionamento irregular,Fechado,4.4,4.0
261278,2026-04-26,Méier,Remoção de entulho,Fechado,30.8,4.0
261279,2026-04-26,Tijuca,Fiscalização de barulho,Fechado,3.1,3.0
261280,2026-04-27,Santa Cruz,Fiscalização de barulho,Fechado,1.3,3.0
261281,2026-04-27,Campo Grande,Remoção de entulho,Fechado,260.4,
261282,2026-04-27,Campo Grande,Buraco na via,Aberto,,
261283,2026-04-27,Tijuca,Buraco na via,Fechado,134.8,3.0
261284,2026-04-27,Centro,Poda de árvore,Aberto,,
261285,2026-04-27,Copacabana,Buraco na via,Fechado,82.0,4.0
261286,2026-04-27,Campo Grande,Iluminação Pública,Fechado,43.5,4.0
261287,2026-04-27,Botafogo,Remoção de entulho,Fechado,85.9,4.0
261288,2026-04-27,Tijuca,Buraco na via,Fechado,,3.0
261289,2026-04-28,Tijuca,Buraco na via,Aberto,,
261290,2026-04-28,Copacabana,Iluminação Pública,Fechado,52.1,4.0
261291,2026-04-28,Campo Grande,Fiscalização de barulho,Fechado,6.8,
261292,2026-04-28,Campo Grande,Fiscalização de barulho,Fechado,15.8,1.0
261293,2026-04-28,Copacabana,Buraco na via,Fechado,108.6,3.0
261294,2026-04-28,Ipanema,Iluminação Pública,Fechado,18.7,4.0
261295,2026-04-28,Botafogo,Buraco na via,Fechado,103.8,
261296,2026-04-28,Santa Cruz,Iluminação Pública,Fechado,42.7,
261297,2026-04-28,Campo Grande,Iluminação Pública,Aberto,,
261298,2026-04-28,Méier,Iluminação Pública,Fechado,73.2,
261299,2026-04-28,Tijuca,Poda de árvore,Aberto,,
261300,2026-04-28,Campo Grande,Iluminação Pública,Aberto,,
261301,2026-04-28,Méier,Buraco na via,Fechado,90.4,4.0
261302,2026-04-28,Copacabana,Iluminação Pública,Fechado,39.9,5.0
261303,2026-04-28,Barra da Tijuca,Buraco na via,Aberto,,
261304,2026-04-29,Campo Grande,Fiscalização de barulho,Aberto,,
261305,2026-04-29,Santa Cruz,Buraco na via,Fechado,50.0,
261306,2026-04-29,Copacabana,Buraco na via,Fechado,92.3,3.0
261307,2026-04-29,Campo Grande,Poda de árvore,Fechado,218.1,5.0
261308,2026-04-29,Santa Cruz,Remoção de entulho,Fechado,81.4,
261309,2026-04-29,Tijuca,Buraco na via,Aberto,,
261310,2026-04-29,Madureira,Poda de árvore,Fechado,282.2,
261311,2026-04-29,Campo Grande,Remoção de entulho,Fechado,29.3,
261312,2026-04-29,Tijuca,Remoção de entulho,Fechado,28.5,
261313,2026-04-29,Campo Grande,Estacionamento irregular,Fechado,2.5,4.0
261314,2026-04-29,Campo Grande,Iluminação Pública,Fechado,26.7,
261315,2026-04-29,Botafogo,Fiscalização de barulho,Fechado,5.8,2.0
261316,2026-04-29,Realengo,Remoção de entulho,Fechado,57.1,4.0
261317,2026-04-29,Santa Cruz,Remoção de entulho,Fechado,80.4,
261318,2026-04-29,Realengo,Poda de árvore,Aberto,,
261319,2026-04-29,Campo Grande,Remoção de entulho,Fechado,71.7,4.0
261320,2026-04-29,Santa Cruz,Estacionamento irregular,Aberto,,
261321,2026-04-29,Ipanema,Buraco na via,Aberto,,
261322,2026-04-29,Centro,Iluminação Pública,Fechado,68.2,
261323,2026-04-30,Santa Cruz,Remoção de entulho,Fechado,116.0,3.0
261324,2026-04-30,Madureira,Remoção de entulho,Fechado,32.9,4.0
261325,2026-04-30,Copacabana,Iluminação Pública,Fechado,43.9,
261326,2026-04-30,Centro,Fiscalização de barulho,Fechado,6.5,
261327,2026-04-30,Copacabana,Iluminação Pública,Fechado,102.0,3.0
261328,2026-04-30,Copacabana,Remoção de entulho,Fechado,50.9,4.0
261329,2026-04-30,Campo Grande,Poda de árvore,Fechado,336.6,
261330,2026-04-30,Santa Cruz,Iluminação Pública,Fechado,39.9,5.0
261331,2026-04-30,Copacabana,Buraco na via,Fechado,79.7,
261332,2026-04-30,Barra da Tijuca,Iluminação Pública,Aberto,,
261333,2026-04-30,Copacabana,Estacionamento irregular,Fechado,4.7,
261334,2026-04-30,Tijuca,Fiscalização de barulho,Fechado,4.9,2.0
261335,2026-04-30,Copacabana,Estacionamento irregular,Fechado,4.1,5.0
261336,2026-04-30,Madureira,Buraco na via,Fechado,106.6,
261337,2026-04-30,Campo Grande,Poda de árvore,Fechado,206.8,
261338,2026-04-30,Realengo,Poda de árvore,Aberto,,
261339,2026-05-01,Realengo,Iluminação Pública,Aberto,,
261340,2026-05-01,Campo Grande,Buraco na via,Fechado,,
261341,2026-05-01,Realengo,Estacionamento irregular,Fechado,3.1,
261342,2026-05-01,Centro,Remoção de entulho,Fechado,106.3,
261343,2026-05-01,Méier,Fiscalização de barulho,Aberto,,
261344,2026-05-01,Copacabana,Remoção de entulho,Fechado,80.6,
261345,2026-05-02,Barra da Tijuca,Buraco na via,Fechado,432.9,
261346,2026-05-02,Realengo,Poda de árvore,Fechado,119.1,
261347,2026-05-02,Realengo,Buraco na via,Fechado,183.4,3.0
261348,2026-05-02,Santa Cruz,Buraco na via,Fechado,107.5,3.0
261349,2026-05-02,Realengo,Remoção de entulho,Fechado,101.2,3.0
261350,2026-05-02,Copacabana,Buraco na via,Fechado,92.6,4.0
261351,2026-05-02,Copacabana,Estacionamento irregular,Fechado,11.1,
261352,2026-05-02,Santa Cruz,Estacionamento irregular,Fechado,6.1,
261353,2026-05-02,Campo Grande,Estacionamento irregular,Fechado,1.4,4.0
261354,2026-05-03,Barra da Tijuca,Poda de árvore,Fechado,159.3,4.0
261355,2026-05-03,Tijuca,Iluminação Pública,Aberto,,
261356,2026-05-03,Campo Grande,Poda de árvore,Fechado,324.4,4.0
261357,2026-05-03,Santa Cruz,Buraco na via,Fechado,125.4,3.0
261358,2026-05-03,Centro,Remoção de entulho,Aberto,,
261359,2026-05-03,Copacabana,Estacionamento irregular,Fechado,4.5,
261360,2026-05-03,Madureira,Buraco na via,Fechado,228.7,
261361,2026-05-03,Tijuca,Iluminação Pública,Fechado,33.8,4.0
261362,2026-05-03,Realengo,Remoção de entulho,Fechado,31.4,5.0
261363,2026-05-03,Tijuca,Estacionamento irregular,Aberto,,
261364,2026-05-03,Campo Grande,Poda de árvore,Fechado,229.4,4.0
261365,2026-05-03,Santa Cruz,Iluminação Pública,Fechado,37.3,
261366,2026-05-03,Realengo,Fiscalização de barulho,Aberto,,
261367,2026-05-03,Santa Cruz,Iluminação Pública,Fechado,44.3,4.0
261368,2026-05-03,Tijuca,Iluminação Pública,Fechado,118.0,4.0
261369,2026-05-03,Copacabana,Fiscalização de barulho,Fechado,12.3,
261370,2026-05-03,Tijuca,Buraco na via,Fechado,400.5,2.0
261371,2026-05-03,Santa Cruz,Buraco na via,Fechado,98.5,4.0
261372,2026-05-04,Tijuca,Remoção de entulho,Fechado,99.5,3.0
261373,2026-05-04,Centro,Remoção de entulho,Fechado,40.9,
261374,2026-05-04,Campo Grande,Fiscalização de barulho,Fechado,4.3,2.0
261375,2026-05-04,Centro,Estacionamento irregular,Fechado,2.9,4.0
261376,2026-05-04,Campo Grande,Buraco na via,Fechado,57.9,
261377,2026-05-04,Barra da Tijuca,Poda de árvore,Fechado,103.3,
261378,2026-05-04,Botafogo,Estacionamento irregular,Fechado,2.0,
261379,2026-05-04,Realengo,Remoção de entulho,Fechado,100.9,4.0
261380,2026-05-04,Campo Grande,Remoção de entulho,Aberto,,
261381,2026-05-04,Santa Cruz,Iluminação Pública,Fechado,20.6,5.0
261382,2026-05-04,Santa Cruz,Fiscalização de barulho,Fechado,,
261383,2026-05-04,Centro,Poda de árvore,Fechado,231.9,4.0
261384,2026-05-04,Campo Grande,Iluminação Pública,Fechado,29.7,5.0
261385,2026-05-04,Campo Grande,Buraco na via,Fechado,233.9,3.0
261386,2026-05-04,Santa Cruz,Iluminação Pública,Fechado,50.7,4.0
261387,2026-05-04,Centro,Fiscalização de barulho,Fechado,11.4,
261388,2026-05-04,Santa Cruz,Buraco na via,Fechado,158.0,2.0
261389,2026-05-04,Campo Grande,Buraco na via,Aberto,,
261390,2026-05-04,Méier,Buraco na via,Fechado,161.9,3.0
261391,2026-05-05,Santa Cruz,Remoção de entulho,Fechado,73.8,4.0
261392,2026-05-05,Realengo,Iluminação Pública,Fechado,21.1,3.0
261393,2026-05-05,Realengo,Iluminação Pública,Aberto,,
261394,2026-05-05,Tijuca,Estacionamento irregular,Fechado,4.3,5.0
261395,2026-05-05,Campo Grande,Poda de árvore,Fechado,307.0,4.0
261396,2026-05-05,Tijuca,Fiscalização de barulho,Fechado,2.9,3.0
261397,2026-05-05,Méier,Remoção de entulho,Fechado,94.0,4.0
261398,2026-05-05,Copacabana,Buraco na via,Fechado,60.8,4.0
261399,2026-05-05,Tijuca,Fiscalização de barulho,Fechado,3.6,2.0
261400,2026-05-05,Copacabana,Iluminação Pública,Fechado,22.7,5.0
261401,2026-05-06,Centro,Estacionamento irregular,Fechado,3.0,
261402,2026-05-06,Centro,Remoção de entulho,Fechado,,
261403,2026-05-06,Ipanema,Estacionamento irregular,Fechado,2.9,5.0
261404,2026-05-06,Campo Grande,Buraco na via,Fechado,54.9,4.0
261405,2026-05-06,Campo Grande,Remoção de entulho,Fechado,113.3,
261406,2026-05-06,Santa Cruz,Buraco na via,Fechado,229.0,3.0
261407,2026-05-06,Campo Grande,Buraco na via,Fechado,82.9,3.0
261408,2026-05-06,Campo Grande,Estacionamento irregular,Aberto,,
261409,2026-05-06,Campo Grande,Remoção de entulho,Fechado,51.6,
261410,2026-05-06,Centro,Estacionamento irregular,Fechado,3.7,
261411,2026-05-06,Centro,Iluminação Pública,Fechado,92.5,
261412,2026-05-07,Barra da Tijuca,Buraco na via,Fechado,104.5,
261413,2026-05-07,Santa Cruz,Buraco na via,Aberto,,
261414,2026-05-07,Madureira,Estacionamento irregular,Fechado,6.6,3.0
261415,2026-05-07,Centro,Iluminação Pública,Fechado,75.5,
261416,2026-05-07,Tijuca,Poda de árvore,Fechado,154.9,
261417,2026-05-07,Campo Grande,Iluminação Pública,Aberto,,
261418,2026-05-07,Campo Grande,Remoção de entulho,Fechado,,4.0
261419,2026-05-07,Madureira,Iluminação Pública,Fechado,45.0,
261420,2026-05-07,Copacabana,Estacionamento irregular,Fechado,3.7,
261421,2026-05-07,Méier,Buraco na via,Fechado,32.2,4.0
261422,2026-05-08,Madureira,Iluminação Pública,Fechado,112.9,
261423,2026-05-08,Campo Grande,Buraco na via,Fechado,110.2,
261424,2026-05-08,Barra da Tijuca,Estacionamento irregular,Fechado,3.3,5.0
261425,2026-05-08,Tijuca,Iluminação Pública,Fechado,42.9,4.0
261426,2026-05-08,Campo Grande,Buraco na via,Fechado,87.8,
261427,2026-05-08,Ipanema,Fiscalização de barulho,Fechado,23.4,2.0
261428,2026-05-08,Santa Cruz,Buraco na via,Aberto,,
261429,2026-05-08,Santa Cruz,Estacionamento irregular,Fechado,5.6,
261430,2026-05-08,Campo Grande,Poda de árvore,Aberto,,
261431,2026-05-08,Campo Grande,Remoção de entulho,Fechado,99.9,4.0
261432,2026-05-08,Santa Cruz,Buraco na via,Aberto,,
261433,2026-05-08,Realengo,Iluminação Pública,Fechado,59.3,
261434,2026-05-09,Santa Cruz,Remoção de entulho,Fechado,77.7,
261435,2026-05-09,Campo Grande,Iluminação Pública,Fechado,43.7,
261436,2026-05-09,Copacabana,Remoção de entulho,Fechado,84.7,
261437,2026-05-09,Campo Grande,Remoção de entulho,Fechado,62.9,4.0
261438,2026-05-09,Realengo,Buraco na via,Fechado,,
261439,2026-05-09,Santa Cruz,Iluminação Pública,Fechado,58.8,
261440,2026-05-09,Madureira,Buraco na via,Fechado,85.3,4.0
261441,2026-05-09,Copacabana,Buraco na via,Fechado,240.6,2.0
261442,2026-05-09,Méier,Buraco na via,Fechado,154.3,
261443,2026-05-09,Campo Grande,Iluminação Pública,Fechado,26.5,5.0
261444,2026-05-09,Centro,Fiscalização de barulho,Fechado,6.8,
261445,2026-05-10,Madureira,Remoção de entulho,Fechado,56.7,4.0
261446,2026-05-10,Realengo,Buraco na via,Fechado,53.4,3.0
261447,2026-05-10,Ipanema,Remoção de entulho,Fechado,324.2,3.0
261448,2026-05-10,Barra da Tijuca,Fiscalização de barulho,Fechado,2.8,2.0
261449,2026-05-10,Campo Grande,Iluminação Pública,Fechado,96.0,
261450,2026-05-10,Barra da Tijuca,Estacionamento irregular,Fechado,7.1,2.0
261451,2026-05-10,Campo Grande,Estacionamento irregular,Fechado,2.2,
261452,2026-05-10,Barra da Tijuca,Fiscalização de barulho,Fechado,3.9,3.0
261453,2026-05-10,Tijuca,Estacionamento irregular,Fechado,1.9,5.0
261454,2026-05-10,Santa Cruz,Poda de árvore,Fechado,111.7,
261455,2026-05-10,Tijuca,Buraco na via,Fechado,34.7,4.0
261456,2026-05-10,Campo Grande,Buraco na via,Fechado,63.2,
261457,2026-05-10,Copacabana,Iluminação Pública,Fechado,48.4,4.0
261458,2026-05-10,Campo Grande,Buraco na via,Fechado,190.2,
261459,2026-05-10,Ipanema,Remoção de entulho,Fechado,282.8,2.0
261460,2026-05-10,Realengo,Remoção de entulho,Fechado,167.6,3.0
261461,2026-05-11,Campo Grande,Fiscalização de barulho,Fechado,4.2,2.0
261462,2026-05-11,Méier,Iluminação Pública,Fechado,41.3,5.0
261463,2026-05-11,Méier,Iluminação Pública,Fechado,82.6,4.0
261464,2026-05-11,Copacabana,Remoção de entulho,Fechado,52.0,4.0
261465,2026-05-11,Méier,Estacionamento irregular,Fechado,5.3,
261466,2026-05-11,Realengo,Remoção de entulho,Fechado,78.6,
261467,2026-05-12,Tijuca,Buraco na via,Fechado,101.6,4.0
261468,2026-05-12,Barra da Tijuca,Iluminação Pública,Fechado,16.4,
261469,2026-05-12,Copacabana,Iluminação Pública,Aberto,,
261470,2026-05-12,Copacabana,Buraco na via,Fechado,174.2,3.0
261471,2026-05-12,Barra da Tijuca,Estacionamento irregular,Fechado,1.3,5.0
261472,2026-05-12,Barra da Tijuca,Fiscalização de barulho,Aberto,,
261473,2026-05-12,Tijuca,Fiscalização de barulho,Aberto,,
261474,2026-05-12,Copacabana,Fiscalização de barulho,Fechado,4.2,
261475,2026-05-12,Santa Cruz,Buraco na via,Fechado,97.1,3.0
261476,2026-05-12,Centro,Estacionamento irregular,Fechado,5.8,
261477,2026-05-12,Madureira,Poda de árvore,Fechado,136.8,
261478,2026-05-12,Centro,Estacionamento irregular,Fechado,5.4,4.0
261479,2026-05-12,Copacabana,Poda de árvore,Fechado,249.9,4.0
261480,2026-05-12,Santa Cruz,Buraco na via,Fechado,120.7,3.0
261481,2026-05-13,Barra da Tijuca,Iluminação Pública,Fechado,70.2,4.0
261482,2026-05-13,Santa Cruz,Poda de árvore,Fechado,364.9,
261483,2026-05-13,Barra da Tijuca,Estacionamento irregular,Fechado,3.6,
261484,2026-05-13,Campo Grande,Remoção de entulho,Fechado,115.7,3.0
261485,2026-05-13,Barra da Tijuca,Poda de árvore,Aberto,,
261486,2026-05-13,Copacabana,Estacionamento irregular,Fechado,9.0,
261487,2026-05-13,Copacabana,Poda de árvore,Fechado,327.6,
261488,2026-05-13,Copacabana,Buraco na via,Fechado,74.9,3.0
261489,2026-05-13,Botafogo,Buraco na via,Fechado,93.8,4.0
261490,2026-05-13,Santa Cruz,Iluminação Pública,Fechado,51.7,
261491,2026-05-13,Campo Grande,Poda de árvore,Fechado,452.6,2.0
261492,2026-05-13,Santa Cruz,Buraco na via,Fechado,215.7,
261493,2026-05-13,Santa Cruz,Estacionamento irregular,Fechado,7.8,
261494,2026-05-13,Campo Grande,Estacionamento irregular,Aberto,,
261495,2026-05-14,Centro,Buraco na via,Fechado,190.1,2.0
261496,2026-05-14,Campo Grande,Remoção de entulho,Fechado,202.5,4.0
261497,2026-05-14,Copacabana,Estacionamento irregular,Fechado,7.0,2.0
261498,2026-05-14,Santa Cruz,Buraco na via,Aberto,,
261499,2026-05-14,Botafogo,Iluminação Pública,Fechado,39.0,
261500,2026-05-15,Campo Grande,Fiscalização de barulho,Aberto,,
261501,2026-05-15,Copacabana,Iluminação Pública,Aberto,,
261502,2026-05-15,Campo Grande,Fiscalização de barulho,Fechado,15.1,
261503,2026-05-15,Tijuca,Poda de árvore,Fechado,254.6,4.0
261504,2026-05-15,Realengo,Remoção de entulho,Aberto,,
261505,2026-05-15,Campo Grande,Poda de árvore,Fechado,215.0,
261506,2026-05-15,Centro,Estacionamento irregular,Fechado,4.0,3.0
261507,2026-05-15,Tijuca,Iluminação Pública,Aberto,,
261508,2026-05-15,Santa Cruz,Iluminação Pública,Fechado,23.7,
261509,2026-05-15,Santa Cruz,Buraco na via,Aberto,,
261510,2026-05-15,Copacabana,Remoção de entulho,Fechado,107.4,
261511,2026-05-16,Copacabana,Estacionamento irregular,Fechado,2.6,5.0
261512,2026-05-16,Realengo,Poda de árvore,Fechado,552.2,3.0
261513,2026-05-16,Campo Grande,Poda de árvore,Fechado,601.6,2.0
261514,2026-05-16,Ipanema,Remoção de entulho,Fechado,107.8,
261515,2026-05-16,Campo Grande,Remoção de entulho,Fechado,133.4,4.0
261516,2026-05-16,Copacabana,Poda de árvore,Aberto,,
261517,2026-05-16,Madureira,Buraco na via,Fechado,171.3,3.0
261518,2026-05-16,Copacabana,Fiscalização de barulho,Fechado,,
261519,2026-05-16,Copacabana,Fiscalização de barulho,Fechado,7.9,2.0
261520,2026-05-16,Copacabana,Remoção de entulho,Fechado,,
261521,2026-05-16,Botafogo,Buraco na via,Fechado,94.8,4.0
261522,2026-05-16,Realengo,Iluminação Pública,Fechado,40.8,5.0
261523,2026-05-16,Copacabana,Remoção de entulho,Fechado,57.7,4.0
261524,2026-05-17,Copacabana,Iluminação Pública,Aberto,,
261525,2026-05-17,Centro,Buraco na via,Fechado,364.3,
261526,2026-05-17,Santa Cruz,Fiscalização de barulho,Aberto,,
261527,2026-05-17,Centro,Buraco na via,Aberto,,
261528,2026-05-17,Tijuca,Remoção de entulho,Fechado,65.2,4.0
261529,2026-05-17,Campo Grande,Remoção de entulho,Fechado,150.2,4.0
261530,2026-05-17,Santa Cruz,Iluminação Pública,Fechado,76.0,
261531,2026-05-17,Realengo,Buraco na via,Fechado,152.1,
261532,2026-05-17,Barra da Tijuca,Iluminação Pública,Fechado,16.0,5.0
261533,2026-05-17,Tijuca,Iluminação Pública,Fechado,68.4,4.0
261534,2026-05-17,Copacabana,Remoção de entulho,Fechado,55.3,5.0
261535,2026-05-17,Realengo,Remoção de entulho,Fechado,45.0,
261536,2026-05-17,Campo Grande,Poda de árvore,Fechado,338.9,3.0
261537,2026-05-18,Tijuca,Remoção de entulho,Fechado,133.7,3.0
261538,2026-05-18,Campo Grande,Iluminação Pública,Fechado,59.4,4.0
